,x,sigmax,eb1,"erroreb1[:,0]"
0,-97.72727272727273,2.3889496490049726,0.022670070402798836,0.00659338627939739
1,-88.63636363636364,1.7330901141846713,0.024774290135040025,0.006941153265243344
2,-79.54545454545455,1.5623163443771613,0.034524261124445,0.008288215083201291
3,-70.45454545454545,1.1375539350411,0.03823652824858998,0.006512870759864718
4,-61.36363636363636,1.1018062724326723,0.053425803609951354,0.005719280678791156
5,-52.272727272727266,0.9986198625665617,0.06996553927336586,0.006636392549527723
6,-43.18181818181817,1.0058864985964544,0.07404388361805167,0.006245987903068303
7,-34.09090909090908,0.9509254690838702,0.08464215817114418,0.006225894740446442
8,-24.999999999999986,0.6213506069212515,0.07703879173692521,0.00617112160788582
9,-15.909090909090892,0.6715330091857242,0.06539026800457959,0.0062177225007665
10,-6.818181818181799,0.9073428599651369,0.043941814086867106,0.005166595898708824
11,2.2727272727272947,0.9501286982015061,0.030131564571074982,0.005638756999192521
12,11.363636363636388,1.138821296818674,0.01739221530538844,0.003743794902052226
13,20.45454545454548,1.298781985775871,0.010341042876475214,0.0024877660051787196
14,29.545454545454575,1.282535815909379,0.008528948009612384,0.0012076696652266055
15,38.63636363636367,1.3717904542759674,0.006810348879854164,0.0013894666823061153
16,47.72727272727276,1.3078216031535563,0.00529327370329126,0.0008955450370426192
17,56.818181818181856,1.0063403896892618,0.007268402572186283,0.0010446328190742672
18,65.90909090909095,1.2386566183716907,0.006490130961753483,0.001021081797340537
19,75.00000000000004,1.4439882133778046,0.003831531108390214,0.0010910286247856683
20,84.09090909090914,1.0637838049473813,0.005685816109339855,0.001516931517756538
21,93.18181818181823,1.0693945600439738,0.00412436508261285,0.001816530476124604
